text,label,lang,scam_type,text_normalized,source
Aap k MCB account se 12500 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k mcb account se 12500 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye hain. Trx ID: 98104896.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 5000 pkr transfer kar diye hain. Trx id: 98104896.,zenodo_21810885
FBR ki taraf se apka Meezan Bank acc freeze kr dia gya ha. Unblock krwane k lie abhi OTP call kren.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka meezan bank account freeze kar diya gaya hai. Unblock karwane k liye abhi otp call karein.,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 1 Lakh PKR ka inaam nikla hai. Taseeq k liye 0316513314 par sms karin.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka bisp ki taraf se 100000 pkr ka inaam nikla hai. Taseeq k liye 0316513314 par sms karein.",zenodo_21810885
"Your UBL OTP for online transaction is 30715676. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your ubl otp for online transaction is 30715676. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Your Easypaisa OTP for online transaction is 15127502. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your easypaisa otp for online transaction is 15127502. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 2500 PKR ka inaam nikla hai. Taseeq k liye 0370292625 par call karein.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka bisp ki taraf se 2500 pkr ka inaam nikla hai. Taseeq k liye 0370292625 par call karein.",zenodo_21810885
"Dear Consumer, apka is mahine ka PTCL ka bill 5000 PKR h. Due date guzarne se pehle ada krn.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka ptcl ka bill 5000 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
Mubarak ho! Jeeto Pakistan main apka 5000 ka inam lga ha. Apna inam hasil krne k lie apna NayaPay pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Jeeto pakistan main apka 5000 ka inam lga hai. Apna inam hasil karne k liye apna nayapay pin is number par send karein.,zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 5000 PKR ka inaam nikla hai. Taseeq k liye 0343252849 par call karein.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka jeeto pakistan ki taraf se 5000 pkr ka inaam nikla hai. Taseeq k liye 0343252849 par call karein.",zenodo_21810885
Apka MCB ka account verification na hone ki waja se block ho gaya hai. Abhi details send krain 0386093497 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka mcb ka account verification na hone ki waja se block ho gaya hai. Abhi details send karein 0386093497 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Aap k Easypaisa acc se 5000 PKR ki deduction hui ha tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k easypaisa account se 5000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
"Mubarak ho! Ehsaas Program main apka 75,000 ka inam lga ha. Apna inam hasil krne k lie apna Allied Bank pin is number par send krin.",1,roman_urdu,Phishing - Government Scheme Scam,Mubarak ho! Ehsaas program main apka 75000 ka inam lga hai. Apna inam hasil karne k liye apna allied bank pin is number par send karein.,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 5000 PKR ka inaam nikla hai. Taseeq k liye 0381137674 par sms karin.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka ehsaas program ki taraf se 5000 pkr ka inaam nikla hai. Taseeq k liye 0381137674 par sms karein.",zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 2500 PKR ka inaam nikla hai. Taseeq k liye 0389910179 par OTP bataen.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka ehsaas program ki taraf se 2500 pkr ka inaam nikla hai. Taseeq k liye 0389910179 par otp bataen.",zenodo_21810885
"Your NayaPay OTP for online transaction is 99453515. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your nayapay otp for online transaction is 99453515. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Traffic Police: Apki gari ka E-Challan generate ho gaya ha. Amount 1 Lakh PKR. Akhri tareekh se pehle PSCA app k zariye pay karin.,0,roman_urdu,Traffic Challan Notification,Traffic police: apki gari ka e- challan generate ho gaya hai. Amount 100000 pkr. Akhri tareekh se pehle psca app k zariye pay karein.,zenodo_21810885
Apka MCB ka acc KYC update na hone ki waja se block ho gaya ha. Abhi OTP bataen 0392494467 par warna acc hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka mcb ka account kyc update na hone ki waja se block ho gaya hai. Abhi otp bataen 0392494467 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Apka MCB ka account suspicious activity ki waja se block ho gaya hai. Abhi rabta krein 0345380989 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka mcb ka account suspicious activity ki waja se block ho gaya hai. Abhi rabta karein 0345380989 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Your HBL OTP for online transaction is 96268683. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your hbl otp for online transaction is 96268683. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye hain. Trx ID: 33262541.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 5000 pkr transfer kar diye hain. Trx id: 33262541.,zenodo_21810885
Aap ka NayaPay debit card ATM par use hua h. Amount: 12500 PKR. Agar yeh aap ne nahi kiya toh helpline par call krn.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka nayapay debit card atm par use hua hai. Amount: 12500 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
Easypaisa: Aap ne successfully 10000 PKR transfer kar diye hain. Trx ID: 35478986.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 10000 pkr transfer kar diye hain. Trx id: 35478986.,zenodo_21810885
Aap k UBL account se 350 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k ubl account se 350 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
FBR ki taraf se apka UBL account freeze kr dia gya hai. Unblock krwane k lie abhi OTP OTP bataen.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka ubl account freeze kar diya gaya hai. Unblock karwane k liye abhi otp otp bataen.,zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 10000 PKR ka inaam nikla hai. Taseeq k liye 0320253105 par OTP bataen.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka benazir income support ki taraf se 10000 pkr ka inaam nikla hai. Taseeq k liye 0320253105 par otp bataen.",zenodo_21810885
Apka UBL ka acc tax jama na krwane ki waja se block ho gaya ha. Abhi details send krain 0354989757 par warna acc hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka ubl ka account tax jama na karwane ki waja se block ho gaya hai. Abhi details send karein 0354989757 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Easypaisa: Aap ne successfully 12500 PKR transfer kar diye hain. Trx ID: 41284269.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 12500 pkr transfer kar diye hain. Trx id: 41284269.,zenodo_21810885
"Moaziz sarif, apka Inaam Ghar ki taraf se 2500 PKR ka inaam nikla hai. Taseeq k liye 0370477172 par call karein.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka inaam ghar ki taraf se 2500 pkr ka inaam nikla hai. Taseeq k liye 0370477172 par call karein.",zenodo_21810885
"Your HBL OTP for online transaction is 45704619. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your hbl otp for online transaction is 45704619. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Your HBL OTP for online transaction is 30507391. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your hbl otp for online transaction is 30507391. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 75,000 PKR ka inaam nikla ha. Taseeq k liye 0356258133 par rabta krein.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka jeeto pakistan ki taraf se 75000 pkr ka inaam nikla hai. Taseeq k liye 0356258133 par rabta karein.",zenodo_21810885
Salary of 2500 PKR has been credited to your UBL account. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 2500 pkr has been credited to your ubl account. Thank you.,zenodo_21810885
Apka MCB ka account suspicious activity ki waja se block ho gaya hai. Abhi details send krain 0387473941 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka mcb ka account suspicious activity ki waja se block ho gaya hai. Abhi details send karein 0387473941 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Salary of 350 PKR has been credited to your SadaPay acount. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 350 pkr has been credited to your sadapay account. Thank you.,zenodo_21810885
Traffic Police: Apki gari ka E-Challan generate ho gaya hai. Amount 1 Lakh PKR. Akhri tareekh se pehle PSCA app k zariye pay karein.,0,roman_urdu,Traffic Challan Notification,Traffic police: apki gari ka e- challan generate ho gaya hai. Amount 100000 pkr. Akhri tareekh se pehle psca app k zariye pay karein.,zenodo_21810885
Mubarak ho! Inaam Ghar main apka 1 Lakh ka inam lga ha. Apna inam hasil krne k lie apna UBL pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Inaam ghar main apka 100000 ka inam lga hai. Apna inam hasil karne k liye apna ubl pin is number par send karein.,zenodo_21810885
Aap k Meezan Bank acc se 1 Lakh PKR ki deduction hui ha tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k meezan bank account se 100000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 75,000 PKR ka inaam nikla h. Taseeq k liye 0326846996 par sms karin.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka ehsaas program ki taraf se 75000 pkr ka inaam nikla hai. Taseeq k liye 0326846996 par sms karein.",zenodo_21810885
Apka Allied Bank ka account verification na hone ki waja se block ho gaya hai. Abhi OTP bataen 0347569364 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka allied bank ka account verification na hone ki waja se block ho gaya hai. Abhi otp bataen 0347569364 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Bh apke number par ghalti se mere 350 rs aa gaye hn easypaisa me, please wapis bhej dain shukar guzar hunga.",1,roman_urdu,Phishing - Wrong Number Refund Scam,"Bhai apke number par ghalti se mere 350 rs aa gaye hain easypaisa me, please wapis bhej dein shukar guzar hunga.",zenodo_21810885
Aap ka SadaPay debit card ATM par use hua hai. Amount: 2500 PKR. Agar yeh aap ne nahi kiya toh helpline par call karein.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka sadapay debit card atm par use hua hai. Amount: 2500 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Dear Customer, Apke Allied Bank acc me 5000 PKR deposit hue hn. Available Balance: 5000 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke allied bank account me 5000 pkr deposit hue hain. Available balance: 5000 pkr.",zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 35047253.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 350 pkr transfer kar diye hain. Trx id: 35047253.,zenodo_21810885
"Your UBL OTP for online transaction is 88834620. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your ubl otp for online transaction is 88834620. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Salary of 5000 PKR has been credited to your UBL acount. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 5000 pkr has been credited to your ubl account. Thank you.,zenodo_21810885
Mubarak ho! Inaam Ghar main apka 1 Lakh ka inam lga ha. Apna inam hasil krne k lie apna Easypaisa pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Inaam ghar main apka 100000 ka inam lga hai. Apna inam hasil karne k liye apna easypaisa pin is number par send karein.,zenodo_21810885
Aap k Easypaisa acc se 2500 PKR ki deduction hui ha tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k easypaisa account se 2500 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 46243476.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 2500 pkr transfer kar diye hain. Trx id: 46243476.,zenodo_21810885
Apka UBL ka account suspicious activity ki waja se block ho gaya hai. Abhi rabta krein 0367352191 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka ubl ka account suspicious activity ki waja se block ho gaya hai. Abhi rabta karein 0367352191 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 49962534.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 350 pkr transfer kar diye hain. Trx id: 49962534.,zenodo_21810885
Mubarak ho! Ehsaas Program main apka 12500 ka inam lga ha. Apna inam hasil krne k lie apna MCB pin is number par send krin.,1,roman_urdu,Phishing - Government Scheme Scam,Mubarak ho! Ehsaas program main apka 12500 ka inam lga hai. Apna inam hasil karne k liye apna mcb pin is number par send karein.,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 1 Lakh PKR ka inaam nikla hai. Taseeq k liye 0365684090 par details send krain.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka ehsaas program ki taraf se 100000 pkr ka inaam nikla hai. Taseeq k liye 0365684090 par details send karein.",zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 12500 PKR ka inaam nikla hai. Taseeq k liye 0392373608 par sms karin.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka benazir income support ki taraf se 12500 pkr ka inaam nikla hai. Taseeq k liye 0392373608 par sms karein.",zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 1 Lakh PKR ka inaam nikla h. Taseeq k liye 0357935065 par pin code dain.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka jeeto pakistan ki taraf se 100000 pkr ka inaam nikla hai. Taseeq k liye 0357935065 par pin code dein.",zenodo_21810885
Aap k JazzCash account se 350 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k jazzcash account se 350 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 75,000 PKR ka inaam nikla hai. Taseeq k liye 0329855365 par call karein.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka benazir income support ki taraf se 75000 pkr ka inaam nikla hai. Taseeq k liye 0329855365 par call karein.",zenodo_21810885
Salary of 5000 PKR has been credited to your NayaPay acount. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 5000 pkr has been credited to your nayapay account. Thank you.,zenodo_21810885
Salary of 2500 PKR has been credited to your Meezan Bank acc. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 2500 pkr has been credited to your meezan bank account. Thank you.,zenodo_21810885
